Hash ID,Add Item,Category,Name,Quality,Description
Items.ma_bls_ina_se5_09_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_09_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_10_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_10_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_10_onscreen_02,"Game.AddToInventory(""Items.ma_bls_ina_se5_10_onscreen_02"",1)",,,,
Items.ma_bls_ina_se5_11_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_11_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_12_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_12_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_13_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_13_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_13_onscreen_02,"Game.AddToInventory(""Items.ma_bls_ina_se5_13_onscreen_02"",1)",,,,
Items.ma_bls_ina_se5_14_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_14_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_14_onscreen_02,"Game.AddToInventory(""Items.ma_bls_ina_se5_14_onscreen_02"",1)",,,,
Items.ma_bls_ina_se5_15_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_15_onscreen_01"",1)",,,,
Items.ma_bls_ina_se5_15_onscreen_02,"Game.AddToInventory(""Items.ma_bls_ina_se5_15_onscreen_02"",1)",,,,
Items.ma_bls_ina_se5_16_onscreen_01,"Game.AddToInventory(""Items.ma_bls_ina_se5_16_onscreen_01"",1)",,,,
Items.ma_cct_cpz_01_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_01_onscreen_01"",1)",,,,
Items.ma_cct_cpz_01_onscreen_02,"Game.AddToInventory(""Items.ma_cct_cpz_01_onscreen_02"",1)",,,,
Items.ma_cct_cpz_03_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_03_onscreen_01"",1)",,,,
Items.ma_cct_cpz_03_onscreen_02,"Game.AddToInventory(""Items.ma_cct_cpz_03_onscreen_02"",1)",,,,
Items.ma_cct_cpz_10_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_10_onscreen_01"",1)",,,,
Items.ma_cct_cpz_15_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_15_onscreen_01"",1)",,,,
Items.ma_cct_cpz_15_onscreen_02,"Game.AddToInventory(""Items.ma_cct_cpz_15_onscreen_02"",1)",,,,
Items.ma_cct_cpz_16_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_16_onscreen_01"",1)",,,,
Items.ma_cct_cpz_16_onscreen_02,"Game.AddToInventory(""Items.ma_cct_cpz_16_onscreen_02"",1)",,,,
Items.ma_cct_cpz_17_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_17_onscreen_01"",1)",,,,
Items.ma_cct_cpz_17_onscreen_02,"Game.AddToInventory(""Items.ma_cct_cpz_17_onscreen_02"",1)",,,,
Items.ma_cct_cpz_18_onscreen_01,"Game.AddToInventory(""Items.ma_cct_cpz_18_onscreen_01"",1)",,,,
Items.ma_cct_dtn_01_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_01_onscreen_01"",1)",,,,
Items.ma_cct_dtn_01_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_01_onscreen_02"",1)",,,,
Items.ma_cct_dtn_01_onscreen_03,"Game.AddToInventory(""Items.ma_cct_dtn_01_onscreen_03"",1)",,,,
Items.ma_cct_dtn_02_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_02_onscreen_01"",1)",,,,
Items.ma_cct_dtn_02_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_02_onscreen_02"",1)",,,,
Items.ma_cct_dtn_03_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_03_onscreen_01"",1)",,,,
Items.ma_cct_dtn_03_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_03_onscreen_02"",1)",,,,
Items.ma_cct_dtn_07_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_07_onscreen_01"",1)",,,,
Items.ma_cct_dtn_07_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_07_onscreen_02"",1)",,,,
Items.ma_cct_dtn_09_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_09_onscreen_01"",1)",,,,
Items.ma_cct_dtn_09_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_09_onscreen_02"",1)",,,,
Items.ma_cct_dtn_12_crackable_shard,"Game.AddToInventory(""Items.ma_cct_dtn_12_crackable_shard"",1)",,,,
Items.ma_cct_dtn_12_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_12_onscreen_01"",1)",,,,
Items.ma_cct_dtn_12_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_12_onscreen_02"",1)",,,,
Items.ma_cct_dtn_12_onscreen_03,"Game.AddToInventory(""Items.ma_cct_dtn_12_onscreen_03"",1)",,,,
Items.ma_cct_dtn_14_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_14_onscreen_01"",1)",,,,
Items.ma_cct_dtn_14_onscreen_02,"Game.AddToInventory(""Items.ma_cct_dtn_14_onscreen_02"",1)",,,,
Items.ma_cct_dtn_15_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_15_onscreen_01"",1)",,,,
Items.ma_cct_dtn_17_onscreen_01,"Game.AddToInventory(""Items.ma_cct_dtn_17_onscreen_01"",1)",,,,
Items.ma_hey_gle_02_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_02_onscreen_01"",1)",,,,
Items.ma_hey_gle_03_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_03_onscreen_01"",1)",,,,
Items.ma_hey_gle_05_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_05_onscreen_01"",1)",,,,
Items.ma_hey_gle_07_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_07_onscreen_01"",1)",,,,
Items.ma_hey_gle_07_onscreen_02,"Game.AddToInventory(""Items.ma_hey_gle_07_onscreen_02"",1)",,,,
Items.ma_hey_gle_08_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_08_onscreen_01"",1)",,,,
Items.ma_hey_gle_09_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_09_onscreen_01"",1)",,,,
Items.ma_hey_gle_11_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_11_onscreen_01"",1)",,,,
Items.ma_hey_gle_13_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_13_onscreen_01"",1)",,,,
Items.ma_hey_gle_15_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_15_onscreen_01"",1)",,,,
Items.ma_hey_gle_15_onscreen_02,"Game.AddToInventory(""Items.ma_hey_gle_15_onscreen_02"",1)",,,,
Items.ma_hey_gle_16_onscreen_01,"Game.AddToInventory(""Items.ma_hey_gle_16_onscreen_01"",1)",,,,
Items.ma_hey_gle_16_onscreen_02,"Game.AddToInventory(""Items.ma_hey_gle_16_onscreen_02"",1)",,,,
Items.ma_hey_rey_01_onscreen_01,"Game.AddToInventory(""Items.ma_hey_rey_01_onscreen_01"",1)",,,,
Items.ma_hey_rey_01_onscreen_02,"Game.AddToInventory(""Items.ma_hey_rey_01_onscreen_02"",1)",,,,
Items.ma_hey_rey_02_onscreen_01,"Game.AddToInventory(""Items.ma_hey_rey_02_onscreen_01"",1)",,,,
Items.ma_hey_rey_02_onscreen_02,"Game.AddToInventory(""Items.ma_hey_rey_02_onscreen_02"",1)",,,,
Items.ma_hey_rey_02_onscreen_03,"Game.AddToInventory(""Items.ma_hey_rey_02_onscreen_03"",1)",,,,
Items.ma_hey_rey_03_onscreen_01,"Game.AddToInventory(""Items.ma_hey_rey_03_onscreen_01"",1)",,,,
Items.ma_hey_rey_03_onscreen_02,"Game.AddToInventory(""Items.ma_hey_rey_03_onscreen_02"",1)",,,,
Items.ma_hey_rey_04_onscreen_01,"Game.AddToInventory(""Items.ma_hey_rey_04_onscreen_01"",1)",,,,
Items.ma_hey_rey_05_onscreen_01,"Game.AddToInventory(""Items.ma_hey_rey_05_onscreen_01"",1)",,,,
Items.ma_hey_spr_01_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_01_onscreen_01"",1)",,,,
Items.ma_hey_spr_01_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_01_onscreen_02"",1)",,,,
Items.ma_hey_spr_02_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_02_onscreen_01"",1)",,,,
Items.ma_hey_spr_02_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_02_onscreen_02"",1)",,,,
Items.ma_hey_spr_03_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_03_onscreen_01"",1)",,,,
Items.ma_hey_spr_03_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_03_onscreen_02"",1)",,,,
Items.ma_hey_spr_04_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_04_onscreen_01"",1)",,,,
Items.ma_hey_spr_04_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_04_onscreen_02"",1)",,,,
Items.ma_hey_spr_04_onscreen_03,"Game.AddToInventory(""Items.ma_hey_spr_04_onscreen_03"",1)",,,,
Items.ma_hey_spr_06_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_06_onscreen_01"",1)",,,,
Items.ma_hey_spr_06_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_06_onscreen_02"",1)",,,,
Items.ma_hey_spr_10_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_10_onscreen_01"",1)",,,,
Items.ma_hey_spr_10_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_10_onscreen_02"",1)",,,,
Items.ma_hey_spr_11_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_11_onscreen_01"",1)",,,,
Items.ma_hey_spr_12_onscreen_01,"Game.AddToInventory(""Items.ma_hey_spr_12_onscreen_01"",1)",,,,
Items.ma_hey_spr_12_onscreen_02,"Game.AddToInventory(""Items.ma_hey_spr_12_onscreen_02"",1)",,,,
Items.ma_pac_cvi_01_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_01_onscreen_01"",1)",,,,
Items.ma_pac_cvi_01_shard,"Game.AddToInventory(""Items.ma_pac_cvi_01_shard"",1)",,,,
Items.ma_pac_cvi_03_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_03_onscreen_01"",1)",,,,
Items.ma_pac_cvi_03_shard,"Game.AddToInventory(""Items.ma_pac_cvi_03_shard"",1)",,,,
Items.ma_pac_cvi_05_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_05_onscreen_01"",1)",,,,
Items.ma_pac_cvi_05_shard_A,"Game.AddToInventory(""Items.ma_pac_cvi_05_shard_A"",1)",,,,
Items.ma_pac_cvi_05_shard_B,"Game.AddToInventory(""Items.ma_pac_cvi_05_shard_B"",1)",,,,
Items.ma_pac_cvi_07_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_07_onscreen_01"",1)",,,,
Items.ma_pac_cvi_07_onscreen_02,"Game.AddToInventory(""Items.ma_pac_cvi_07_onscreen_02"",1)",,,,
Items.ma_pac_cvi_07_shard_A,"Game.AddToInventory(""Items.ma_pac_cvi_07_shard_A"",1)",,,,
Items.ma_pac_cvi_07_shard_B,"Game.AddToInventory(""Items.ma_pac_cvi_07_shard_B"",1)",,,,
Items.ma_pac_cvi_08_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_08_onscreen_01"",1)",,,,
Items.ma_pac_cvi_08_onscreen_02,"Game.AddToInventory(""Items.ma_pac_cvi_08_onscreen_02"",1)",,,,
Items.ma_pac_cvi_08_shard_A,"Game.AddToInventory(""Items.ma_pac_cvi_08_shard_A"",1)",,,,
Items.ma_pac_cvi_08_shard_B,"Game.AddToInventory(""Items.ma_pac_cvi_08_shard_B"",1)",,,,
Items.ma_pac_cvi_09_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_09_onscreen_01"",1)",,,,
Items.ma_pac_cvi_09_shard,"Game.AddToInventory(""Items.ma_pac_cvi_09_shard"",1)",,,,
Items.ma_pac_cvi_10_crackable_shard,"Game.AddToInventory(""Items.ma_pac_cvi_10_crackable_shard"",1)",,,,
Items.ma_pac_cvi_10_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_10_onscreen_01"",1)",,,,
Items.ma_pac_cvi_10_shard_A,"Game.AddToInventory(""Items.ma_pac_cvi_10_shard_A"",1)",,,,
Items.ma_pac_cvi_10_shard_B,"Game.AddToInventory(""Items.ma_pac_cvi_10_shard_B"",1)",,,,
Items.ma_pac_cvi_11_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_11_onscreen_01"",1)",,,,
Items.ma_pac_cvi_11_shard,"Game.AddToInventory(""Items.ma_pac_cvi_11_shard"",1)",,,,
Items.ma_pac_cvi_12_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_12_onscreen_01"",1)",,,,
Items.ma_pac_cvi_12_shard,"Game.AddToInventory(""Items.ma_pac_cvi_12_shard"",1)",,,,
Items.ma_pac_cvi_13_crackable_shard,"Game.AddToInventory(""Items.ma_pac_cvi_13_crackable_shard"",1)",,,,
Items.ma_pac_cvi_13_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_13_onscreen_01"",1)",,,,
Items.ma_pac_cvi_13_onscreen_02,"Game.AddToInventory(""Items.ma_pac_cvi_13_onscreen_02"",1)",,,,
Items.ma_pac_cvi_13_shard_A,"Game.AddToInventory(""Items.ma_pac_cvi_13_shard_A"",1)",,,,
Items.ma_pac_cvi_13_shard_B,"Game.AddToInventory(""Items.ma_pac_cvi_13_shard_B"",1)",,,,
Items.ma_pac_cvi_14_onscreen_01,"Game.AddToInventory(""Items.ma_pac_cvi_14_onscreen_01"",1)",,,,
Items.ma_pac_cvi_14_shard,"Game.AddToInventory(""Items.ma_pac_cvi_14_shard"",1)",,,,
Items.ma_pac_wwd_01_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_01_onscreen_01"",1)",,,,
Items.ma_pac_wwd_01_onscreen_02,"Game.AddToInventory(""Items.ma_pac_wwd_01_onscreen_02"",1)",,,,
Items.ma_pac_wwd_02_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_02_onscreen_01"",1)",,,,
Items.ma_pac_wwd_03_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_03_onscreen_01"",1)",,,,
Items.ma_pac_wwd_04_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_04_onscreen_01"",1)",,,,
Items.ma_pac_wwd_05_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_05_onscreen_01"",1)",,,,
Items.ma_pac_wwd_05_onscreen_02,"Game.AddToInventory(""Items.ma_pac_wwd_05_onscreen_02"",1)",,,,
Items.ma_pac_wwd_08_onscreen_01,"Game.AddToInventory(""Items.ma_pac_wwd_08_onscreen_01"",1)",,,,
Items.ma_std_arr_01_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_01_onscreen_01"",1)",,,,
Items.ma_std_arr_01_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_01_onscreen_02"",1)",,,,
Items.ma_std_arr_02_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_02_onscreen_01"",1)",,,,
Items.ma_std_arr_03_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_03_onscreen_01"",1)",,,,
Items.ma_std_arr_03_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_03_onscreen_02"",1)",,,,
Items.ma_std_arr_04_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_04_onscreen_01"",1)",,,,
Items.ma_std_arr_05_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_05_onscreen_01"",1)",,,,
Items.ma_std_arr_05_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_05_onscreen_02"",1)",,,,
Items.ma_std_arr_06_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_06_onscreen_01"",1)",,,,
Items.ma_std_arr_06_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_06_onscreen_02"",1)",,,,
Items.ma_std_arr_07_crackable_shard,"Game.AddToInventory(""Items.ma_std_arr_07_crackable_shard"",1)",,,,
Items.ma_std_arr_07_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_07_onscreen_01"",1)",,,,
Items.ma_std_arr_08_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_08_onscreen_01"",1)",,,,
Items.ma_std_arr_08_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_08_onscreen_02"",1)",,,,
Items.ma_std_arr_09_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_09_onscreen_01"",1)",,,,
Items.ma_std_arr_09_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_09_onscreen_02"",1)",,,,
Items.ma_std_arr_10_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_10_onscreen_01"",1)",,,,
Items.ma_std_arr_10_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_10_onscreen_02"",1)",,,,
Items.ma_std_arr_11_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_11_onscreen_01"",1)",,,,
Items.ma_std_arr_11_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_11_onscreen_02"",1)",,,,
Items.ma_std_arr_12_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_12_onscreen_01"",1)",,,,
Items.ma_std_arr_12_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_12_onscreen_02"",1)",,,,
Items.ma_std_arr_13_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_13_onscreen_01"",1)",,,,
Items.ma_std_arr_14_crackable_shard,"Game.AddToInventory(""Items.ma_std_arr_14_crackable_shard"",1)",,,,
Items.ma_std_arr_14_onscreen_01,"Game.AddToInventory(""Items.ma_std_arr_14_onscreen_01"",1)",,,,
Items.ma_std_arr_14_onscreen_02,"Game.AddToInventory(""Items.ma_std_arr_14_onscreen_02"",1)",,,,
Items.ma_std_rcr_01_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_01_onscreen_02"",1)",,,,
Items.ma_std_rcr_01_onscreen_03,"Game.AddToInventory(""Items.ma_std_rcr_01_onscreen_03"",1)",,,,
Items.ma_std_rcr_02_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_02_onscreen_01"",1)",,,,
Items.ma_std_rcr_02_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_02_onscreen_02"",1)",,,,
Items.ma_std_rcr_03_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_03_onscreen_01"",1)",,,,
Items.ma_std_rcr_04_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_04_onscreen_01"",1)",,,,
Items.ma_std_rcr_05_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_05_onscreen_01"",1)",,,,
Items.ma_std_rcr_05_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_05_onscreen_02"",1)",,,,
Items.ma_std_rcr_06_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_06_onscreen_01"",1)",,,,
Items.ma_std_rcr_07_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_07_onscreen_01"",1)",,,,
Items.ma_std_rcr_07_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_07_onscreen_02"",1)",,,,
Items.ma_std_rcr_08_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_08_onscreen_01"",1)",,,,
Items.ma_std_rcr_09_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_09_onscreen_01"",1)",,,,
Items.ma_std_rcr_10_crackable_shard,"Game.AddToInventory(""Items.ma_std_rcr_10_crackable_shard"",1)",,,,
Items.ma_std_rcr_10_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_10_onscreen_01"",1)",,,,
Items.ma_std_rcr_10_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_10_onscreen_02"",1)",,,,
Items.ma_std_rcr_11_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_11_onscreen_01"",1)",,,,
Items.ma_std_rcr_12_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_12_onscreen_01"",1)",,,,
Items.ma_std_rcr_12_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_12_onscreen_02"",1)",,,,
Items.ma_std_rcr_13_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_13_onscreen_01"",1)",,,,
Items.ma_std_rcr_13_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_13_onscreen_02"",1)",,,,
Items.ma_std_rcr_14_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_14_onscreen_01"",1)",,,,
Items.ma_std_rcr_14_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_14_onscreen_02"",1)",,,,
Items.ma_std_rcr_16_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_16_onscreen_01"",1)",,,,
Items.ma_std_rcr_16_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_16_onscreen_02"",1)",,,,
Items.ma_std_rcr_17_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_17_onscreen_01"",1)",,,,
Items.ma_std_rcr_18_onscreen_01,"Game.AddToInventory(""Items.ma_std_rcr_18_onscreen_01"",1)",,,,
Items.ma_std_rcr_18_onscreen_02,"Game.AddToInventory(""Items.ma_std_rcr_18_onscreen_02"",1)",,,,
Items.ma_temp_item_hack,"Game.AddToInventory(""Items.ma_temp_item_hack"",1)",,,,
Items.ma_wat_kab_01_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_01_onscreen_01"",1)",,,,
Items.ma_wat_kab_01_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_01_onscreen_02"",1)",,,,
Items.ma_wat_kab_02_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_02_onscreen_01"",1)",,,,
Items.ma_wat_kab_02_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_02_onscreen_02"",1)",,,,
Items.ma_wat_kab_03_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_03_onscreen_01"",1)",,,,
Items.ma_wat_kab_03_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_03_onscreen_02"",1)",,,,
Items.ma_wat_kab_06_map,"Game.AddToInventory(""Items.ma_wat_kab_06_map"",1)",,,,
Items.ma_wat_kab_06_message,"Game.AddToInventory(""Items.ma_wat_kab_06_message"",1)",,,,
Items.ma_wat_kab_06_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_06_onscreen_01"",1)",,,,
Items.ma_wat_kab_06_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_06_onscreen_02"",1)",,,,
Items.ma_wat_kab_07_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_07_onscreen_01"",1)",,,,
Items.ma_wat_kab_08_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_08_onscreen_01"",1)",,,,
Items.ma_wat_kab_08_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_08_onscreen_02"",1)",,,,
Items.ma_wat_kab_09_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_09_onscreen_01"",1)",,,,
Items.ma_wat_kab_09_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kab_09_onscreen_02"",1)",,,,
Items.ma_wat_kab_10_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_10_onscreen_01"",1)",,,,
Items.ma_wat_kab_13_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_13_onscreen_01"",1)",,,,
Items.ma_wat_kab_15_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kab_15_onscreen_01"",1)",,,,
Items.ma_wat_kabs_12_onscreen_01,"Game.AddToInventory(""Items.ma_wat_kabs_12_onscreen_01"",1)",,,,
Items.ma_wat_kabs_12_onscreen_02,"Game.AddToInventory(""Items.ma_wat_kabs_12_onscreen_02"",1)",,,,
Items.ma_wat_lch_01_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_01_onscreen_01"",1)",,,,
Items.ma_wat_lch_01_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_01_onscreen_02"",1)",,,,
Items.ma_wat_lch_02_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_02_onscreen_01"",1)",,,,
Items.ma_wat_lch_02_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_02_onscreen_02"",1)",,,,
Items.ma_wat_lch_02_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_02_onscreen_03"",1)",,,,
Items.ma_wat_lch_03_crackable_shard,"Game.AddToInventory(""Items.ma_wat_lch_03_crackable_shard"",1)",,,,
Items.ma_wat_lch_03_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_03_onscreen_02"",1)",,,,
Items.ma_wat_lch_03_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_03_onscreen_03"",1)",,,,
Items.ma_wat_lch_03_onscreen_04,"Game.AddToInventory(""Items.ma_wat_lch_03_onscreen_04"",1)",,,,
Items.ma_wat_lch_03_shard,"Game.AddToInventory(""Items.ma_wat_lch_03_shard"",1)",,,,
Items.ma_wat_lch_04_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_04_onscreen_01"",1)",,,,
Items.ma_wat_lch_04_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_04_onscreen_02"",1)",,,,
Items.ma_wat_lch_05_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_05_onscreen_01"",1)",,,,
Items.ma_wat_lch_05_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_05_onscreen_02"",1)",,,,
Items.ma_wat_lch_05_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_05_onscreen_03"",1)",,,,
Items.ma_wat_lch_05_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_05_onscreen_03"",1)",,,,
Items.ma_wat_lch_06_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_06_onscreen_01"",1)",,,,
Items.ma_wat_lch_06_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_06_onscreen_02"",1)",,,,
Items.ma_wat_lch_06_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_06_onscreen_03"",1)",,,,
Items.ma_wat_lch_07_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_07_onscreen_01"",1)",,,,
Items.ma_wat_lch_07_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_07_onscreen_02"",1)",,,,
Items.ma_wat_lch_07_onscreen_03,"Game.AddToInventory(""Items.ma_wat_lch_07_onscreen_03"",1)",,,,
Items.ma_wat_lch_08_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_08_onscreen_01"",1)",,,,
Items.ma_wat_lch_08_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_08_onscreen_02"",1)",,,,
Items.ma_wat_lch_09_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_09_onscreen_01"",1)",,,,
Items.ma_wat_lch_09_onscreen_02,"Game.AddToInventory(""Items.ma_wat_lch_09_onscreen_02"",1)",,,,
Items.ma_wat_lch_10_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_10_onscreen_01"",1)",,,,
Items.ma_wat_lch_11_onscreen_01,"Game.AddToInventory(""Items.ma_wat_lch_11_onscreen_01"",1)",,,,
